2651,维他奶低糖原味豆奶箱装250毫升 x16盒,维他奶,堆头_维他奶vitasoy低糖原味豆奶盒装250毫升_纸箱16盒
2649,维他奶原味豆奶箱装250毫升 x16盒,维他奶,堆头_维他奶vitasoy原味豆奶盒装250毫升_纸箱16盒
2650,维他奶原味豆奶箱装250毫升 x24盒,维他奶,堆头_维他奶vitasoy原味豆奶盒装250毫升_纸箱24盒
2645,维他奶巧克力味豆奶饮料箱装250毫升 x24盒,维他奶,堆头_维他奶vitasoy巧克力味豆奶盒装250毫升_纸箱24盒
2654,维他奶香草味豆奶饮料箱装250毫升 x24盒,维他奶,堆头_维他奶vitasoy香草味豆奶盒装250毫升_纸箱24盒
2593,维他奶香草味豆奶饮料裹塑250毫升 x6盒,维他奶,堆头_维他奶vitasoy香草味豆奶盒装250毫升_塑料膜6盒
2666,银鹭红枣花生牛奶箱装450毫升 x15瓶,银鹭,堆头_银鹭红枣花生牛奶复合蛋白饮品瓶装450毫升_纸箱15瓶
2664,银鹭红枣花生牛奶箱装500毫升 x15瓶,银鹭,堆头_银鹭红枣花生牛奶复合蛋白饮品瓶装500毫升_纸箱15瓶
2673,银鹭红豆花生牛奶箱装250毫升 x16盒,银鹭,堆头_银鹭红豆花生牛奶复合蛋白饮品盒装250毫升_纸箱16盒
2672,银鹭红豆花生牛奶箱装450毫升 x15瓶,银鹭,堆头_银鹭红豆花生牛奶复合蛋白饮品瓶装450毫升_纸箱15瓶
2669,银鹭花生牛奶箱装250毫升 x16盒,银鹭,堆头_银鹭花生牛奶复合蛋白饮品盒装250毫升_纸箱16盒
2676,银鹭花生牛奶箱装500毫升 x15瓶,银鹭,堆头_银鹭花生牛奶复合蛋白饮料瓶装500毫升_纸箱15瓶
2668,银鹭薏仁花生牛奶箱装450毫升 x15瓶,银鹭,堆头_银鹭薏仁花生牛奶复合蛋白饮品瓶装450毫升_纸箱15瓶
2268,百事可乐罐装裹塑6罐 x 330 毫升,百事可乐,堆头_百事可乐罐装330毫升_塑料膜6罐
1737,七喜柠檬裹敷塑料12包X 500毫升,七喜,堆头_七喜冰爽柠檬味瓶装600毫升_塑料膜12瓶
918,7喜2 l x 8,七喜,堆头_七喜冰爽柠檬味瓶装2000毫升_塑料膜8瓶装
737,屈臣氏 无糖 苏打水330ml x 24听苏打汽水 整箱 欢迎团购,屈臣氏,堆头_Watsons屈臣氏苏打汽水罐装330毫升_纸箱24瓶
2616,和其正清凉茶饮料箱装1.5升 x6瓶,和其正,堆头_和其正凉茶瓶装1500毫升_纸箱6瓶
2614,和其正清凉茶饮料箱装550毫升 x15瓶,和其正,堆头_和其正凉茶瓶装550毫升_纸箱15瓶
2615,和其正清凉茶饮料箱装600毫升 x15瓶,和其正,堆头_和其正凉茶瓶装600毫升_纸箱15瓶
2634,天喔茶庄蜂蜜红枣茶箱装500毫升 x15瓶,天喔茶庄茶,堆头_天喔茶庄蜂蜜红枣茶瓶装500毫升_纸箱15瓶
2632,天喔茶庄蜂蜜雪梨茶箱装500毫升 x15瓶,天喔茶庄茶,堆头_天喔茶庄蜂蜜雪梨茶瓶装500毫升_纸箱15瓶
1762,康师傅绿茶蜂蜜茉莉花纸板盒15包X 500毫升,康师傅茶,堆头_康师傅绿茶低糖瓶装500毫升_纸箱15瓶
907,康師傅綠茶（裹塑）550ML X 6,康师傅茶,堆头_康师傅绿茶低糖瓶装500毫升_塑料膜6瓶
1749,统一小茗同学冷泡冰橘绿茶纸箱15包装X 480毫升,统一小茗同学,堆头_统一小茗同学冷泡冰橘绿茶瓶装480毫升_纸箱15瓶
1750,统一小茗同学冷泡溜溜哒茶纸箱15包装X 480毫升,统一小茗同学,堆头_统一小茗同学冷泡溜溜哒茶瓶装480毫升_纸箱15瓶
2285,康师傅炼乳奶茶箱装15瓶 x 500 毫升,康师傅奶茶,堆头_康师傅炼乳奶茶瓶装500毫升_纸箱15瓶
2335,统一冰红茶柠檬味调味茶饮料箱装6瓶 X 2升,统一茶,堆头_统一冰红茶柠檬味瓶装2000毫升_纸箱6瓶
1494,统一奶茶巧克力味纸板盒24包x 250毫升,统一奶茶,堆头_统一奶茶巧克力口味盒装250毫升_纸箱24盒
1491,统一奶茶草莓味纸板盒24包x 250毫升,统一奶茶,堆头_统一奶茶草莓口味盒装250毫升_纸箱24盒
1510,娃哈哈冰红茶 纸板盒12包x 500毫升,娃哈哈茶,堆头_娃哈哈冰红茶柠檬味瓶装500毫升_纸箱12瓶
915,农夫山泉天然水（裹塑）1500ML X 12,农夫山泉水,堆头_农夫山泉饮用天然水瓶装1500毫升_塑料膜12瓶
912,农夫山泉天然水（裹塑) 380ML X 12,农夫山泉水,堆头_农夫山泉饮用天然水瓶装380毫升_塑料膜12瓶
913,农夫山泉天然水（裹塑）550ML X 12,农夫山泉水,堆头_农夫山泉饮用天然水瓶装550毫升_塑料膜12瓶
909,农夫山泉天然水（裹塑）550ML X 28,农夫山泉水,堆头_农夫山泉饮用天然水瓶装550毫升_塑料膜28瓶
1757,康师傅优悦饮用水包裹塑料24包X 550毫升,康师傅优悦,堆头_康师傅优悦饮用纯净水瓶装550毫升_塑料膜24瓶
2622,康师傅优悦饮用纯净水箱装装380毫升 x24瓶,康师傅优悦,堆头_康师傅优悦饮用纯净水瓶装380毫升_纸箱24瓶
2603,怡宝纯净水包裹塑料12包x 555毫升,怡宝,堆头_怡宝饮用纯净水瓶装555毫升_彩塑12瓶
2602,怡宝纯净水箱装1.555升 x12支,怡宝,堆头_怡宝饮用纯净水瓶装1555毫升_纸箱12瓶
2585,怡宝纯净水箱装555毫升x24瓶,怡宝,堆头_怡宝饮用纯净水瓶装555毫升_纸箱24瓶
2610,景田饮用纯净水箱装360毫升 x24瓶,百岁山,堆头_景田饮用纯净水瓶装360毫升_彩塑24瓶
2586,景田饮用纯净水裹塑360毫升 x12瓶,百岁山,堆头_景田饮用纯净水瓶装360毫升_彩塑12瓶
2604,百岁山饮用天然矿泉水箱装348毫升 x24瓶,百岁山,堆头_景田百岁山饮用天然矿泉水瓶装348毫升_纸箱24瓶
2605,百岁山饮用天然矿泉水裹塑348毫升 x6瓶,百岁山,堆头_景田百岁山饮用天然矿泉水瓶装348毫升_彩塑6瓶
2597,纯水乐饮用纯净水裹塑550毫升 x12瓶,纯水乐,堆头_百事纯水乐饮用纯净水瓶装550毫升_彩塑12瓶
2584,纯水乐饮用纯净水裹塑550毫升 x24瓶,纯水乐,堆头_百事纯水乐饮用纯净水瓶装550毫升_彩塑24瓶
2598,纯水乐饮用纯净水裹敷塑料24包x 350毫升,纯水乐,堆头_百事纯水乐饮用纯净水瓶装350毫升_彩塑24瓶
2639,统一爱夸饮用天然矿泉水裹塑570毫升 x6瓶,统一水,堆头_爱夸饮用天然矿泉水瓶装570毫升_彩塑6瓶
1756,康师傅饮用水包裹塑料12包装X 550 ml,康师傅水,堆头_康师傅包装饮用水瓶装550毫升_彩塑12瓶
1758,康师傅饮用水包裹塑料8包X 1.5 l,康师傅水,堆头_康师傅包装饮用水瓶装1500毫升_彩塑8瓶
1731,娃哈哈纯净水包裹塑料12包装X 596毫升,娃哈哈水,堆头_娃哈哈饮用纯净水瓶装596毫升_彩塑12瓶
1747,海之言海盐卡曼橘纸板盒15包X 500毫升,统一海之言,堆头_统一海之言海盐卡曼橘瓶装500毫升_纸箱15瓶
1746,海之言海盐柠檬纸盒15片装X 500毫升,统一海之言,堆头_统一海之言柠檬瓶装500毫升_纸箱15瓶
903,(七喜汽水柠檬味(不含果汁)罐330MLx6),七喜,堆头_七喜冰爽柠檬味罐装330毫升_便携式6罐
816,美年达橙味碳酸汽水饮料罐装 6 x 330ml,美年达,堆头_美年达橙味罐装330毫升_彩塑6罐
